scientificName;class;order;family;status;list
Catoblepia berecynthia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catoblepia soranus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catoblepia versitincta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catoblepia xanthicles;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catoblepia xanthus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catonephele antinoe;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catonephele numilia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catonephele sabrina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Catonephele salacia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cepheuptychia angelica;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cepheuptychia cephus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cepheuptychia romani;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ceratinia neso;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia agatha;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia arnaca;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia callichloris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia chlorimene;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia herseis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia hewitsonii;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia marica;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Chloreuptychia tolumnia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia confusa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia lesbia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia myncea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia palladia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia penelope;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia proba;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cissia terrestris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cithaerias andromeda;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cithaerias aurora;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cithaerias pyritosa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Consul fabius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Cybdelis phaesyla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Danaus eresimus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Danaus erippus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Danaus gilippus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dasyophthalma creusa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dasyophthalma delanira;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Dasyophthalma geraensis;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Dasyophthalma rusina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dasyophthalma vertebralis;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Diaethria candrena;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Diaethria clymena;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Diaethria eluina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Diaethria kolyma;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dione juno;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dione moneta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dircenna dero;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa agathina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa kallina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa laure;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa lavinia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa linda;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Doxocopa zalmunna;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Doxocopa zunilda;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dryadula phaetusa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dryas iulia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dynamine ines;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dynastor darius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Dynastor napoleon;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ectima iona;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ectima lirides;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ectima thecla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Epiphile hubneri;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada carcinia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada doto;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada hymenaea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada philoclea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada striposis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Episcada vitrea;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Epityches eupompe;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eresia erysice;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eresia erysice;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Erichthodes antonina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Erichthodes narapa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eryphanis automedon;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eryphanis gerhardi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eryphanis reevesii;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eteona tisiphone;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides aliphera;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides isabella;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides lampeto;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides pavana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides tales;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eueides vibilia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eunica marsolia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eunica marsolia;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Euptoieta hegesia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptoieta hortencia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia alacristata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia attenboroughi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia boulleti;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Euptychia insignis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia meta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia mollina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia picea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia rufocincta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia sophiae;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychia westwoodi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Euptychoides castrensis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Eutresis hypereia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Foetterleia schreineri;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Forbestra equicola;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Forbestra olivencia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Forbestra proceris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Forsterinaria itatiaia;Insecta;Lepidoptera;Nymphalidae;VU;MMA 2022
Forsterinaria necys;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Forsterinaria pronophila;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Forsterinaria quantius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Fountainea glycerium;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Fountainea halice;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Fountainea ryphea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Godartiana armilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Godartiana byses;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Godartiana luederwaldti;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Godartiana muscosa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Haetera piera;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hamadryas velutina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hamadryas velutina;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Harjesia blanda;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Harjesia obscura;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius antiochus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius aoede;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius astraea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius besckei;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius burneyi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius demeter;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius doris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius egeria;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius elevatus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius erato;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius ethilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius hecale;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius hermathena;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius leucadia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius luciana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius melpomene;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius metharme;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius nattereri;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Heliconius numata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius pardalinus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius ricini;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius sara;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius wallacei;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heliconius xanthocles;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hermeuptychia atalanta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hermeuptychia fallax;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hermeuptychia gisella;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hermeuptychia hermes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hermeuptychia maimoune;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heterosais edessa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heterosais giulia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hyalenna pascua;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hyalyris fiammetta;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Hyalyris leptalina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypna clytemnestra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypoleria adasa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypoleria alema;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypoleria aureliana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypoleria mulviana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypoleria sarepta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hyposcada anchiala;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hyposcada illinissa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris anastasia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris cantobrica;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris daphnis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris euclea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris fluonia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris leprieuri;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris ninonia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris semifulva;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris thea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris vallonia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Hypothyris xanthostola;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ithomia agnosia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ithomia drymo;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ithomia lichyi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Ithomia salapia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Libytheana carinenta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Lycorea halia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Lycorea ilione;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia alcinoe;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia analis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia andrei;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia fugitiva;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia gera;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia harpyia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia iris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia lea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia libye;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia metagera;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia moderata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia modesta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia newtoni;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia ocnus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia ocypete;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia opima;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia pallema;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia probata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Magneuptychia tricolor;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Marpesia chiron;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Marpesia egina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Marpesia petreus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Marpesia themistocles;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Marpesia zerynthia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Mcclungia cymo;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Mcclungia cymo;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Mechanitis lysimnia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Mechanitis mazaeus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Mechanitis polymnia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Megeuptychia antonoe;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea ethra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea ludovica;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea marsaeus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea menophilus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea mnasias;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea mnasias;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Melinaea mneme;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Melinaea satevis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis acidalia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis anna;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis appias;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis arginussa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis basilia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis editha;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis glauce;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis grandis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis hirta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis laertes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis lemnos;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis leonida;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis mora;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis moruus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis otrere;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis phantes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis philumena;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis pithyusa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis polycarmes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis polyxo;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis praxias;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Memphis xenocles;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Mestra dorcas;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Methona curvifascia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Methona grandior;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Methona megisto;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Methona singularis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Methona themisto;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Moneuptychia giffordi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Moneuptychia itapeva;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Moneuptychia montana;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Moneuptychia pervagata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Moneuptychia soter;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Moneuptychia vitellina;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Moneuptychia wahlbergi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho absoloni;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho achilles;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho aega;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho anaxibia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho cisseis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho deidamia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho epistrophus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho epistrophus;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Morpho helenor;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho hercules;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho menelaus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho menelaus;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Morpho portis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho rhetenor;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho telemachus;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Morpho telemachus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Morpho uraneis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Myscelia capenas;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Myscelia hypatia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Myscelia orsis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Napeogenes duessa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Napeogenes inachia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Napeogenes pharo;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Napeogenes rhezia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Napeogenes rhezia;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Napeogenes sylphis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope cyllabarus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope cyllarus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope cyllastros;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope cyllene;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope denticulatus;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Narope guilhermei;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Narope nesope;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope obidos;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope panniculus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Narope syllabus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Nessaea obrinus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Nhambikuara cerradensis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Nhambikuara mima;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Nica flavilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Oleria aegle;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Oleria aquata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Oleria astrea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Oleria didymaea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Oleria gunilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opoptera aorsa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opoptera fruhstorferi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opoptera sulcius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opoptera syme;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opsiphanes cassiae;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opsiphanes invirae;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Opsiphanes quiteria;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Orobrassolis latusoris;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Orobrassolis ornamentalis;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Ortilia polinella;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paititia neglecta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pampasatyrus glaucope;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pampasatyrus glaucope;Insecta;Lepidoptera;Nymphalidae;VU;MMA 2022
Pampasatyrus glaucope;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Pampasatyrus glaucope;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Pampasatyrus gyrtone;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Pampasatyrus quies;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pampasatyrus reticulata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pampasatyrus reticulata;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Pampasatyrus reticulata;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Panacea procilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia binocula;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia hesionides;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia lydia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia metaleuca;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia ocirrhoe;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pareuptychia summandosa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides argulus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides difficilis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides eous;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides grimon;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides numeria;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides phronius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides poltys;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides sylvina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides undulata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paryphthimoides vestigiata;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Paulogramma hydarnis;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Paulogramma hystaspes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paulogramma pygas;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Paulogramma pyracmon;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
