scientificName;class;order;family;status;list
Penetes pamphanis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Peria lamis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pharneuptychia innocentia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pharneuptychia phares;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pharneuptychia pharnabazos;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pharneuptychia pharnaces;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Philaethria dido;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Philaethria pygmalion;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Philaethria wernickei;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella astyoche;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella chalybaea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella hortona;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella hyalinus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella keithbrowni;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella lamia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella lena;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella lena;Insecta;Lepidoptera;Nymphalidae;NT;MMA 2022
Pierella nereis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pierella nice;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Placidina euryanassa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Polygrapha suprema;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Polygrapha xenocrates;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Posttaygetis penelea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes amussis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes duartei;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes francini;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes granulata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes landryi;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes phanias;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Praepedaliodes sequeirae;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Praepedaliodes zaccae;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona amydon;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona claudina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona deiphile;Insecta;Lepidoptera;Nymphalidae;VU;MMA 2022
Prepona dexamenus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona hewitsonius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona laertes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona narcissus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Prepona pylene;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudodebis celia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudodebis euptychidia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudodebis marpessa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudodebis valentina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudoscada acilla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudoscada erruca;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pseudoscada florula;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pteronymia carlia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pteronymia euritea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pteronymia sao;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pteronymia tucuna;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pyrrhogyra edocla;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Pyrrhogyra neaerea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Rareuptychia clio;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Sais rosalia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Scada karschina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Scada karschina;Insecta;Lepidoptera;Nymphalidae;CR;MMA 2022
Scada reckia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Sea sophronia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Selenophanes cassiope;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Sepona punctata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia ambra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia ashna;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia aurigera;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia cosmophila;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia doxes;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia furina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia hygina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia itonis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia junonia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia libitina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia pagyris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia purusana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia quadrina;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia salvini;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia telesphora;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Splendeuptychia triangula;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Stevenaria divergens;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taydebis peculiaris;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetina kerea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetina oreba;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis acuta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis angulosa;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis chiquitana;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis cleopatra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis drogoni;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis echo;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis laches;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis larua;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis leuctra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis mermeria;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis rectifascia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis rufomarginata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis sosis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis sylvia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis thamyra;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis tripunctata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis virgilia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis ypthima;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Taygetis zippora;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Thyridia psidii;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Tithorea harmonia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Tithorea harmonia;Insecta;Lepidoptera;Nymphalidae;VU;MMA 2022
Vila azeca;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Vila emilia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Vila eueidiformis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides affinis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides angularis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides argyrospila;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides bella;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Yphthimoides borasta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides celmis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides eriphule;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides gabriela;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides iserhardi;Insecta;Lepidoptera;Nymphalidae;EN;MMA 2022
Yphthimoides maepius;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides manasses;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides mimula;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides nareta;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Yphthimoides neomaenas;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Yphthimoides ochracea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides ordinaria;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides pacta;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides patricia;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides renata;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides straminea;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Yphthimoides viviana;Insecta;Lepidoptera;Nymphalidae;DD;MMA 2022
Yphthimoides yphthima;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zaretis falcis;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zaretis isidora;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zaretis itys;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zischkaia amalda;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zischkaia pacarus;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Zischkaia saundersii;Insecta;Lepidoptera;Nymphalidae;LC;MMA 2022
Heraclides thoas;Insecta;Lepidoptera;Papilionidae;NA;ICMBIO 2018
Mimoides xynias;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Protesilaus earis;Insecta;Lepidoptera;Papilionidae;NA;ICMBIO 2018
Protesilaus telesilaus;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Protographium agesilaus;Insecta;Lepidoptera;Papilionidae;DD;ICMBIO 2018
Protographium agesilaus;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Protographium asius;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Protographium thyastes;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Protographium thyastes;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Pterourus menatius;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Pterourus zagreus;Insecta;Lepidoptera;Papilionidae;LC;ICMBIO 2018
Pterourus zagreus;Insecta;Lepidoptera;Papilionidae;DD;ICMBIO 2018
Battus belus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Battus crassus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Battus lycidas;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Battus polydamas;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Battus polystictus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Euryades corethrus;Insecta;Lepidoptera;Papilionidae;NT;IUCN 2024
Euryades duponchelii;Insecta;Lepidoptera;Papilionidae;NT;IUCN 2024
Eurytides bellerophon;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Eurytides callias;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Eurytides dolicaon;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Eurytides iphitas;Insecta;Lepidoptera;Papilionidae;EN;IUCN 2024
Mimoides lysithous;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Papilio astyalus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Papilio chiansiades;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Papilio garleppi;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Papilio himeros;Insecta;Lepidoptera;Papilionidae;VU;IUCN 2024
Parides aeneas;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides agavus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides anchises;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides ascanius;Insecta;Lepidoptera;Papilionidae;VU;IUCN 2024
Parides bunichus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides burchellanus;Insecta;Lepidoptera;Papilionidae;EN;IUCN 2024
Parides chabrias;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides cutorina;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides echemon;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides hahneli;Insecta;Lepidoptera;Papilionidae;DD;IUCN 2024
Parides klagesi;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides lysander;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides neophilus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides orellana;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides panthonus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides phosphorus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides pizarro;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides proneus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides quadratus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides sesostris;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides tros;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides vertumnus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Parides zacynthus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Protographium agesilaus;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Protographium asius;Insecta;Lepidoptera;Papilionidae;LC;IUCN 2024
Battus belus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Battus crassus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Battus polydamas;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Battus polystictus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Euryades corethrus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Eurytides bellerophon;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Eurytides callias;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Eurytides dolicaon;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Eurytides iphitas;Insecta;Lepidoptera;Papilionidae;DD;MMA 2022
Eurytides lysithous;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides anchisiades;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides androgeus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides astyalus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides chiansiades;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides garleppi;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides hectorides;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides himeros;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides himeros;Insecta;Lepidoptera;Papilionidae;EN;MMA 2022
Heraclides himeros;Insecta;Lepidoptera;Papilionidae;EN;MMA 2022
Heraclides hyppason;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides thoas;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Heraclides torquatus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Mimoides ariarathes;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Mimoides lysithous;Insecta;Lepidoptera;Papilionidae;VU;MMA 2022
Mimoides lysithous;Insecta;Lepidoptera;Papilionidae;CR;MMA 2022
Mimoides microdamas;Insecta;Lepidoptera;Papilionidae;DD;MMA 2022
Mimoides pausanias;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Mimoides protodamas;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Mimoides xynias;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides aeneas;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides agavus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides anchises;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides ascanius;Insecta;Lepidoptera;Papilionidae;EN;MMA 2022
Parides bunichus;Insecta;Lepidoptera;Papilionidae;DD;MMA 2022
Parides bunichus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides bunichus;Insecta;Lepidoptera;Papilionidae;CR;MMA 2022
Parides burchellanus;Insecta;Lepidoptera;Papilionidae;CR;MMA 2022
Parides chabrias;Insecta;Lepidoptera;Papilionidae;DD;MMA 2022
Parides chabrias;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides cutorina;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides echemon;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides erithalion;Insecta;Lepidoptera;Papilionidae;DD;MMA 2022
Parides erithalion;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides hahneli;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides klagesi;Insecta;Lepidoptera;Papilionidae;CR;MMA 2022
Parides lysander;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides neophilus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides orellana;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides panthonus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides panthonus;Insecta;Lepidoptera;Papilionidae;CR;MMA 2022
Parides phosphorus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides pizarro;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides proneus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides quadratus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides tros;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides tros;Insecta;Lepidoptera;Papilionidae;EN;MMA 2022
Parides vertumnus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Parides zacynthus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus aguiari;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus glaucolaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus helios;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus leucosilaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus molops;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus orthosilaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus protesilaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus stenodesmus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protesilaus telesilaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protographium agesilaus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protographium asius;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Protographium thyastes;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Pterourus menatius;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Pterourus scamander;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Pterourus xanthopleura;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Pterourus zagreus;Insecta;Lepidoptera;Papilionidae;LC;MMA 2022
Archonias brassolis;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Ascia monuste;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Ascia monuste;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Catasticta bithys;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Charonias theano;Insecta;Lepidoptera;Pieridae;EN;ICMBIO 2018
Cunizza hirlanda;Insecta;Lepidoptera;Pieridae;VU;ICMBIO 2018
Cunizza hirlanda;Insecta;Lepidoptera;Pieridae;VU;ICMBIO 2018
Cunizza hirlanda;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia amphione;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia astyocha;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia crisia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia laja;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Dismorphia melia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia thermesia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Dismorphia theucharila;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Enantia clarissa;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Enantia limnorina;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Enantia lina;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Ganyra phaloe;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Ganyra phaloe;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Ganyra phaloe;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Glennia pylotis;Insecta;Lepidoptera;Pieridae;EN;ICMBIO 2018
Glutophrissa drusilla;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Hesperocharis anguitia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Hesperocharis emeris;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Hesperocharis erota;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Hesperocharis leucania;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Hesperocharis nera;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Hesperocharis paranensis;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Itaballia demophile;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Itaballia pandosia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Leptophobia aripa;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Leptophobia aripa;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Leptophobia aripa;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Melete leucadia;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Melete lycimnia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Moschoneura pinthous;Insecta;Lepidoptera;Pieridae;VU;ICMBIO 2018
Moschoneura pinthous;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Patia orise;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Pereute antodyca;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Pereute swainsoni;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Perrhybris pamela;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Perrhybris pamela;Insecta;Lepidoptera;Pieridae;EN;ICMBIO 2018
Pieriballia viardi;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Pieriballia viardi;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Pseudopieris nehemia;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Pseudopieris nehemia;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Pseudopieris nehemia;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Pyrisitia venusta;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Tatochila autodice;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Tatochila mercedis;Insecta;Lepidoptera;Pieridae;DD;ICMBIO 2018
Theochila maenacte;Insecta;Lepidoptera;Pieridae;LC;ICMBIO 2018
Phoebis sennae;Insecta;Lepidoptera;Pieridae;LC;IUCN 2024
Archonias brassolis;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Ascia monuste;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Catasticta bithys;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Charonias theano;Insecta;Lepidoptera;Pieridae;EN;MMA 2022
Cunizza hirlanda;Insecta;Lepidoptera;Pieridae;VU;MMA 2022
Cunizza hirlanda;Insecta;Lepidoptera;Pieridae;VU;MMA 2022
Dismorphia amphione;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia astyocha;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia crisia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia laja;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia melia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia thermesia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Dismorphia theucharila;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Enantia clarissa;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Enantia limnorina;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Enantia lina;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Ganyra phaloe;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Glennia pylotis;Insecta;Lepidoptera;Pieridae;EN;MMA 2022
Glutophrissa drusilla;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis anguitia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis emeris;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis erota;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis hirlanda;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis leucania;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis nera;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Hesperocharis paranensis;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Itaballia demophile;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Itaballia pandosia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Leptophobia aripa;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Melete leucadia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
Melete lycimnia;Insecta;Lepidoptera;Pieridae;LC;MMA 2022
