class;order;list;iucn_category;exp;obt
Aves;Tinamiformes;MMA;DD;0;0
Aves;Tinamiformes;MMA;LC;20;19
Aves;Tinamiformes;MMA;NT;1;1
Aves;Tinamiformes;MMA;VU;2;2
Aves;Tinamiformes;MMA;EN;1;2
Aves;Tinamiformes;MMA;CR;0;0
Aves;Trogoniformes;ICMBIO;DD;0;0
Aves;Trogoniformes;ICMBIO;LC;10;10
Aves;Trogoniformes;ICMBIO;NT;0;0
Aves;Trogoniformes;ICMBIO;VU;1;0
Aves;Trogoniformes;ICMBIO;EN;0;1
Aves;Trogoniformes;ICMBIO;CR;0;0
Aves;Trogoniformes;IUCN;DD;0;0
Aves;Trogoniformes;IUCN;LC;10;0
Aves;Trogoniformes;IUCN;NT;0;0
Aves;Trogoniformes;IUCN;VU;1;0
Aves;Trogoniformes;IUCN;EN;1;0
Aves;Trogoniformes;IUCN;CR;0;0
Aves;Trogoniformes;MMA;DD;0;0
Aves;Trogoniformes;MMA;LC;10;11
Aves;Trogoniformes;MMA;NT;0;0
Aves;Trogoniformes;MMA;VU;1;0
Aves;Trogoniformes;MMA;EN;0;1
Aves;Trogoniformes;MMA;CR;0;0
Mammalia;Artiodactyla;ICMBIO;DD;9;11
Mammalia;Artiodactyla;ICMBIO;LC;39;16
Mammalia;Artiodactyla;ICMBIO;NT;2;2
Mammalia;Artiodactyla;ICMBIO;VU;5;8
Mammalia;Artiodactyla;ICMBIO;EN;4;4
Mammalia;Artiodactyla;ICMBIO;CR;1;2
Mammalia;Artiodactyla;IUCN;DD;7;5
Mammalia;Artiodactyla;IUCN;LC;41;37
Mammalia;Artiodactyla;IUCN;NT;3;5
Mammalia;Artiodactyla;IUCN;VU;4;8
Mammalia;Artiodactyla;IUCN;EN;3;4
Mammalia;Artiodactyla;IUCN;CR;1;0
Mammalia;Artiodactyla;MMA;DD;3;14
Mammalia;Artiodactyla;MMA;LC;46;18
Mammalia;Artiodactyla;MMA;NT;3;3
Mammalia;Artiodactyla;MMA;VU;4;7
Mammalia;Artiodactyla;MMA;EN;3;5
Mammalia;Artiodactyla;MMA;CR;1;2
Mammalia;Carnivora;ICMBIO;DD;6;2
Mammalia;Carnivora;ICMBIO;LC;24;13
Mammalia;Carnivora;ICMBIO;NT;1;1
Mammalia;Carnivora;ICMBIO;VU;3;12
Mammalia;Carnivora;ICMBIO;EN;2;1
Mammalia;Carnivora;ICMBIO;CR;1;0
Mammalia;Carnivora;IUCN;DD;5;0
Mammalia;Carnivora;IUCN;LC;25;24
Mammalia;Carnivora;IUCN;NT;2;8
Mammalia;Carnivora;IUCN;VU;3;2
Mammalia;Carnivora;IUCN;EN;2;1
Mammalia;Carnivora;IUCN;CR;1;0
Mammalia;Carnivora;MMA;DD;2;0
Mammalia;Carnivora;MMA;LC;28;15
Mammalia;Carnivora;MMA;NT;2;1
Mammalia;Carnivora;MMA;VU;2;10
Mammalia;Carnivora;MMA;EN;2;1
Mammalia;Carnivora;MMA;CR;1;0
Mammalia;Chiroptera;ICMBIO;DD;29;42
Mammalia;Chiroptera;ICMBIO;LC;120;124
Mammalia;Chiroptera;ICMBIO;NT;6;1
Mammalia;Chiroptera;ICMBIO;VU;15;6
Mammalia;Chiroptera;ICMBIO;EN;11;1
Mammalia;Chiroptera;ICMBIO;CR;3;0
Mammalia;Chiroptera;IUCN;DD;23;33
Mammalia;Chiroptera;IUCN;LC;125;136
Mammalia;Chiroptera;IUCN;NT;9;4
Mammalia;Chiroptera;IUCN;VU;13;0
Mammalia;Chiroptera;IUCN;EN;9;2
Mammalia;Chiroptera;IUCN;CR;3;0
Mammalia;Chiroptera;MMA;DD;11;4
Mammalia;Chiroptera;MMA;LC;141;171
Mammalia;Chiroptera;MMA;NT;8;1
Mammalia;Chiroptera;MMA;VU;11;3
Mammalia;Chiroptera;MMA;EN;10;1
Mammalia;Chiroptera;MMA;CR;3;0
Mammalia;Cingulata;ICMBIO;DD;2;3
Mammalia;Cingulata;ICMBIO;LC;8;5
Mammalia;Cingulata;ICMBIO;NT;0;0
Mammalia;Cingulata;ICMBIO;VU;1;1
Mammalia;Cingulata;ICMBIO;EN;1;1
Mammalia;Cingulata;ICMBIO;CR;0;0
Mammalia;Cingulata;IUCN;DD;1;0
Mammalia;Cingulata;IUCN;LC;8;6
Mammalia;Cingulata;IUCN;NT;1;2
Mammalia;Cingulata;IUCN;VU;1;2
Mammalia;Cingulata;IUCN;EN;1;0
Mammalia;Cingulata;IUCN;CR;0;0
Mammalia;Cingulata;MMA;DD;1;0
Mammalia;Cingulata;MMA;LC;9;8
Mammalia;Cingulata;MMA;NT;1;1
Mammalia;Cingulata;MMA;VU;1;1
Mammalia;Cingulata;MMA;EN;1;1
Mammalia;Cingulata;MMA;CR;0;0
Mammalia;Didelphimorphia;ICMBIO;DD;11;9
Mammalia;Didelphimorphia;ICMBIO;LC;44;42
Mammalia;Didelphimorphia;ICMBIO;NT;2;2
Mammalia;Didelphimorphia;ICMBIO;VU;5;3
Mammalia;Didelphimorphia;ICMBIO;EN;4;1
Mammalia;Didelphimorphia;ICMBIO;CR;1;1
Mammalia;Didelphimorphia;IUCN;DD;8;4
Mammalia;Didelphimorphia;IUCN;LC;46;43
Mammalia;Didelphimorphia;IUCN;NT;3;2
Mammalia;Didelphimorphia;IUCN;VU;5;1
Mammalia;Didelphimorphia;IUCN;EN;3;0
Mammalia;Didelphimorphia;IUCN;CR;1;1
Mammalia;Didelphimorphia;MMA;DD;4;4
Mammalia;Didelphimorphia;MMA;LC;52;57
Mammalia;Didelphimorphia;MMA;NT;3;1
Mammalia;Didelphimorphia;MMA;VU;4;0
Mammalia;Didelphimorphia;MMA;EN;4;0
Mammalia;Didelphimorphia;MMA;CR;1;0
Mammalia;Lagomorpha;ICMBIO;DD;1;0
Mammalia;Lagomorpha;ICMBIO;LC;3;1
Mammalia;Lagomorpha;ICMBIO;NT;0;0
Mammalia;Lagomorpha;ICMBIO;VU;0;0
Mammalia;Lagomorpha;ICMBIO;EN;0;0
Mammalia;Lagomorpha;ICMBIO;CR;0;0
Mammalia;Lagomorpha;IUCN;DD;0;0
Mammalia;Lagomorpha;IUCN;LC;3;1
Mammalia;Lagomorpha;IUCN;NT;0;0
Mammalia;Lagomorpha;IUCN;VU;0;1
Mammalia;Lagomorpha;IUCN;EN;0;1
Mammalia;Lagomorpha;IUCN;CR;0;0
Mammalia;Lagomorpha;MMA;DD;0;1
Mammalia;Lagomorpha;MMA;LC;3;1
Mammalia;Lagomorpha;MMA;NT;0;1
Mammalia;Lagomorpha;MMA;VU;0;0
Mammalia;Lagomorpha;MMA;EN;0;0
Mammalia;Lagomorpha;MMA;CR;0;0
Mammalia;Perissodactyla;ICMBIO;DD;0;0
Mammalia;Perissodactyla;ICMBIO;LC;1;0
Mammalia;Perissodactyla;ICMBIO;NT;0;0
Mammalia;Perissodactyla;ICMBIO;VU;0;1
Mammalia;Perissodactyla;ICMBIO;EN;0;0
Mammalia;Perissodactyla;ICMBIO;CR;0;0
Mammalia;Perissodactyla;IUCN;DD;0;0
Mammalia;Perissodactyla;IUCN;LC;1;0
Mammalia;Perissodactyla;IUCN;NT;0;0
Mammalia;Perissodactyla;IUCN;VU;0;1
Mammalia;Perissodactyla;IUCN;EN;0;0
Mammalia;Perissodactyla;IUCN;CR;0;0
Mammalia;Perissodactyla;MMA;DD;0;0
Mammalia;Perissodactyla;MMA;LC;1;0
Mammalia;Perissodactyla;MMA;NT;0;0
Mammalia;Perissodactyla;MMA;VU;0;1
Mammalia;Perissodactyla;MMA;EN;0;0
Mammalia;Perissodactyla;MMA;CR;0;0
Mammalia;Pilosa;ICMBIO;DD;2;0
Mammalia;Pilosa;ICMBIO;LC;8;4
Mammalia;Pilosa;ICMBIO;NT;0;0
Mammalia;Pilosa;ICMBIO;VU;1;2
Mammalia;Pilosa;ICMBIO;EN;1;0
Mammalia;Pilosa;ICMBIO;CR;0;0
Mammalia;Pilosa;IUCN;DD;2;0
Mammalia;Pilosa;IUCN;LC;9;6
Mammalia;Pilosa;IUCN;NT;1;0
Mammalia;Pilosa;IUCN;VU;1;2
Mammalia;Pilosa;IUCN;EN;1;0
Mammalia;Pilosa;IUCN;CR;0;0
Mammalia;Pilosa;MMA;DD;1;0
Mammalia;Pilosa;MMA;LC;10;8
Mammalia;Pilosa;MMA;NT;1;1
Mammalia;Pilosa;MMA;VU;1;2
Mammalia;Pilosa;MMA;EN;1;0
Mammalia;Pilosa;MMA;CR;0;0
Mammalia;Primates;ICMBIO;DD;20;13
Mammalia;Primates;ICMBIO;LC;84;77
Mammalia;Primates;ICMBIO;NT;4;12
Mammalia;Primates;ICMBIO;VU;10;14
Mammalia;Primates;ICMBIO;EN;8;15
Mammalia;Primates;ICMBIO;CR;2;6
Mammalia;Primates;IUCN;DD;16;5
Mammalia;Primates;IUCN;LC;89;64
Mammalia;Primates;IUCN;NT;7;11
Mammalia;Primates;IUCN;VU;9;27
Mammalia;Primates;IUCN;EN;6;15
Mammalia;Primates;IUCN;CR;2;9
Mammalia;Primates;MMA;DD;8;2
Mammalia;Primates;MMA;LC;100;78
Mammalia;Primates;MMA;NT;6;10
Mammalia;Primates;MMA;VU;8;11
Mammalia;Primates;MMA;EN;7;13
Mammalia;Primates;MMA;CR;2;5
Mammalia;Rodentia;ICMBIO;DD;42;29
Mammalia;Rodentia;ICMBIO;LC;174;171
Mammalia;Rodentia;ICMBIO;NT;9;6
Mammalia;Rodentia;ICMBIO;VU;21;8
Mammalia;Rodentia;ICMBIO;EN;16;19
Mammalia;Rodentia;ICMBIO;CR;5;3
Mammalia;Rodentia;IUCN;DD;33;41
Mammalia;Rodentia;IUCN;LC;182;167
Mammalia;Rodentia;IUCN;NT;14;4
Mammalia;Rodentia;IUCN;VU;19;6
Mammalia;Rodentia;IUCN;EN;13;11
Mammalia;Rodentia;IUCN;CR;5;3
Mammalia;Rodentia;MMA;DD;15;17
Mammalia;Rodentia;MMA;LC;205;199
Mammalia;Rodentia;MMA;NT;12;13
Mammalia;Rodentia;MMA;VU;16;8
Mammalia;Rodentia;MMA;EN;15;19
Mammalia;Rodentia;MMA;CR;4;3
Mammalia;Sirenia;ICMBIO;DD;0;0
Mammalia;Sirenia;ICMBIO;LC;1;0
Mammalia;Sirenia;ICMBIO;NT;0;0
Mammalia;Sirenia;ICMBIO;VU;0;1
Mammalia;Sirenia;ICMBIO;EN;0;1
Mammalia;Sirenia;ICMBIO;CR;0;0
Mammalia;Sirenia;IUCN;DD;0;0
Mammalia;Sirenia;IUCN;LC;1;0
Mammalia;Sirenia;IUCN;NT;0;0
Mammalia;Sirenia;IUCN;VU;0;2
Mammalia;Sirenia;IUCN;EN;0;0
Mammalia;Sirenia;IUCN;CR;0;0
Mammalia;Sirenia;MMA;DD;0;0
Mammalia;Sirenia;MMA;LC;2;0
Mammalia;Sirenia;MMA;NT;0;0
Mammalia;Sirenia;MMA;VU;0;1
Mammalia;Sirenia;MMA;EN;0;1
Mammalia;Sirenia;MMA;CR;0;0
